Y35.412A	intervention légale avec un traumatisme d'un passant par une baïonnette, contact initial
Y35.411A	intervention légale avec un traumatisme d'un représentant de la loi par une baïonnette, contact initial
Y35.411D	intervention légale avec un traumatisme d'un représentant de la loi par une baïonnette, contact subséquent
Y35.411S	intervention légale avec un traumatisme d'un représentant de la loi par une baïonnette, séquelle
Y35.491A	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets tranchants, contact initial
Y35.491D	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets tranchants, contact subséquent
Y35.491S	intervention légale avec un traumatisme d'un représentant de la loi par d'autres objets tranchants, séquelle
Y35.492A	intervention légale avec un traumatisme d'un passant par d'autres objets tranchants, contact initial
Y35.492D	intervention légale avec un traumatisme d'un passant par d'autres objets tranchants, contact subséquent
Y35.492S	intervention légale avec un traumatisme d'un passant par d'autres objets tranchants, séquelle
Y35.493A	intervention légale avec un traumatisme d'un suspect par d'autres objets tranchants, contact initial
Y35.493D	intervention légale avec un traumatisme d'un suspect par d'autres objets tranchants, contact subséquent
Y35.493S	intervention légale avec un traumatisme d'un suspect par d'autres objets tranchants, séquelle
Y35.811A	intervention légale avec un traumatisme d'un représentant de la loi par un malmenage, contact initial
Y35.811D	intervention légale avec un traumatisme d'un représentant de la loi par un malmenage, contact subséquent
Y35.811S	intervention légale avec un traumatisme d'un représentant de la loi par un malmenage, séquelle
Y35.812A	intervention légale avec un traumatisme d'un passant par un malmenage, contact initial
Y35.812D	intervention légale avec un traumatisme d'un passant par un malmenage, contact subséquent
Y35.812S	intervention légale avec un traumatisme d'un passant par un malmenage, séquelle
Y35.813A	intervention légale avec un traumatisme d'un suspect par un malmenage, contact initial
Y35.813D	intervention légale avec un traumatisme d'un suspect par un malmenage, contact subséquent
Y35.813S	intervention légale avec un traumatisme d'un suspect par un malmenage, séquelle
Y35.891A	intervention légale avec un traumatisme d'un représentant de la loi par d'autres moyens spécifiés, contact initial
Y35.891D	intervention légale avec un traumatisme d'un représentant de la loi par d'autres moyens spécifiés, contact subséquent
Y35.891S	intervention légale avec un traumatisme d'un représentant de la loi par d'autres moyens spécifiés, séquelle
Y35.892A	intervention légale avec un traumatisme d'un passant par d'autres moyens spécifiés, contact initial
Y35.892D	intervention légale avec un traumatisme d'un passant par d'autres moyens spécifiés, contact subséquent
Y35.892S	intervention légale avec un traumatisme d'un passant par d'autres moyens spécifiés, séquelle
Y35.893A	intervention légale avec un traumatisme d'un suspect par d'autres moyens spécifiés, contact initial
Y35.893D	intervention légale avec un traumatisme d'un suspect par d'autres moyens spécifiés, contact subséquent
Y35.893S	intervention légale avec un traumatisme d'un suspect par d'autres moyens spécifiés, séquelle
Y35.91XA	intervention légale avec un traumatisme d'un représentant de la loi par des moyens non spécifiés, contact initial
Y35.91XD	intervention légale avec un traumatisme d'un représentant de la loi par des moyens non spécifiés, contact subséquent
Y35.91XS	intervention légale avec un traumatisme d'un représentant de la loi par des moyens non spécifiés, séquelle
Y35.92XA	intervention légale avec un traumatisme d'un passant par des moyens non spécifiés, contact initial
Y35.92XD	intervention légale avec un traumatisme d'un passant par des moyens non spécifiés, contact subséquent
Y35.92XS	intervention légale avec un traumatisme d'un passant par des moyens non spécifiés, séquelle
Y35.93XA	intervention légale avec un traumatisme d'un suspect par des moyens non spécifiés, contact initial
Y35.93XD	intervention légale avec un traumatisme d'un suspect par des moyens non spécifiés, contact subséquent
Y35.93XS	intervention légale avec un traumatisme d'un suspect par des moyens non spécifiés, séquelle
Y36.000A	faits de guerre avec l'explosion d'une arme navale non spécifiées, personnel militaire, contact initial
Y36.000D	faits de guerre avec l'explosion d'une arme navale non spécifiées, personnel militaire, contact subséquent
Y36.000S	faits de guerre avec l'explosion d'une arme navale non spécifiées, personnel militaire, séquelle
Y36.001A	faits de guerre avec l'explosion d'une arme navale non spécifiées, personne civile, contact initial
Y36.001D	faits de guerre avec l'explosion d'une arme navale non spécifiées, personne civile, contact subséquent
Y36.001S	faits de guerre avec l'explosion d'une arme navale non spécifiées, personne civile, séquelle
Y36.010A	faits de guerre avec l'explosion d'une grenade sous-marine, personnel militaire, contact initial
Y36.010D	faits de guerre avec l'explosion d'une grenade sous-marine, personnel militaire, contact subséquent
Y36.010S	faits de guerre avec l'explosion d'une grenade sous-marine, personnel militaire, séquelle
Y36.011A	faits de guerre avec l'explosion d'une grenade sous-marine, personne civile, contact initial
Y36.011D	faits de guerre avec l'explosion d'une grenade sous-marine, personne civile, contact subséquent
Y36.011S	faits de guerre avec l'explosion d'une grenade sous-marine, personne civile, séquelle
Y36.020A	faits de guerre avec l'explosion d'une mine flottante, personnel militaire, contact initial
Y36.020D	faits de guerre avec l'explosion d'une mine flottante, personnel militaire, contact subséquent
Y36.020S	faits de guerre avec l'explosion d'une mine flottante, personnel militaire, séquelle
Y36.021A	faits de guerre avec l'explosion d'une mine flottante, personne civile, contact initial
Y36.021D	faits de guerre avec l'explosion d'une mine flottante, personne civile, contact subséquent
Y36.021S	faits de guerre avec l'explosion d'une mine flottante, personne civile, séquelle
Y36.030A	faits de guerre avec l'explosion d'un obus d'artillerie navale, personnel militaire, contact initial
Y36.030D	faits de guerre avec l'explosion d'un obus d'artillerie navale, personnel militaire, contact subséquent
Y36.030S	faits de guerre avec l'explosion d'un obus d'artillerie navale, personnel militaire, séquelle
Y36.031A	faits de guerre avec l'explosion d'un obus d'artillerie navale, personne civile, contact initial
Y36.031D	faits de guerre avec l'explosion d'un obus d'artillerie navale, personne civile, contact subséquent
Y36.031S	faits de guerre avec l'explosion d'un obus d'artillerie navale, personne civile, séquelle
Y36.050A	faits de guerre avec une explosion accidentelle d'armes navales à bord, personnel militaire, contact initial
Y36.050D	faits de guerre avec une explosion accidentelle d'armes navales à bord, personnel militaire, contact subséquent
Y36.050S	faits de guerre avec une explosion accidentelle d'armes navales à bord, personnel militaire, séquelle
Y36.051A	faits de guerre avec une explosion accidentelle d'armes navales à bord, personne civile, contact initial
Y36.051D	faits de guerre avec une explosion accidentelle d'armes navales à bord, personne civile, contact subséquent
Y36.051S	faits de guerre avec une explosion accidentelle d'armes navales à bord, personne civile, séquelle
Y36.090A	faits de guerre avec une explosion d'autres armes navales, personnel militaire, contact initial
Y36.090D	faits de guerre avec une explosion d'autres armes navales, personnel militaire, contact subséquent
Y36.090S	faits de guerre avec une explosion d'autres armes navales, personnel militaire, séquelle
Y36.091A	faits de guerre avec une explosion d'autres armes navales, personne civile, contact initial
Y36.091D	faits de guerre avec une explosion d'autres armes navales, personne civile, contact subséquent
Y36.091S	faits de guerre avec une explosion d'autres armes navales, personne civile, séquelle
Y36.100A	faits de guerre avec la destruction non spécifiée d'un aéronef, personnel militaire, contact initial
Y36.100D	faits de guerre avec la destruction non spécifiée d'un aéronef, personnel militaire, contact subséquent
Y36.100S	faits de guerre avec la destruction non spécifiée d'un aéronef, personnel militaire, séquelle
Y36.101A	faits de guerre avec la destruction non spécifiée d'un aéronef, personne civile, contact initial
Y36.101D	faits de guerre avec la destruction non spécifiée d'un aéronef, personne civile, contact subséquent
Y36.101S	faits de guerre avec la destruction non spécifiée d'un aéronef, personne civile, séquelle
Y36.110A	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personnel militaire, contact initial
Y36.110D	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personnel militaire, contact subséquent
Y36.110S	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personnel militaire, séquelle
Y36.111A	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personne civile, contact initial
Y36.111D	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personne civile, contact subséquent
Y36.111S	faits de guerre avec la destruction d'un aéronef due à un tir ennemi ou des explosifs, personne civile, séquelle
Y36.120A	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personnel militaire, contact initial
Y36.120D	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personnel militaire, contact subséquent
Y36.120S	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personnel militaire, séquelle
Y36.121A	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personne civile, contact initial
Y36.121D	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personne civile, contact subséquent
Y36.121S	faits de guerre avec la destruction d'un aéronef due à une collision avec un autre aéronef, personne civile, séquelle
Y36.130A	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personnel militaire, contact initial
Y36.130D	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personnel militaire, contact subséquent
Y36.130S	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personnel militaire, séquelle
Y36.131A	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personne civile, contact initial
Y36.131D	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personne civile, contact subséquent
Y36.131S	faits de guerre avec la destruction d'un aéronef due à un incendie à bord, personne civile, séquelle
Y36.140A	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personnel militaire, contact initial
Y36.140D	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personnel militaire, contact subséquent
Y36.140S	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personnel militaire, séquelle
Y36.141A	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personne civile, contact initial
Y36.141D	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personne civile, contact subséquent
Y36.141S	faits de guerre avec la destruction d'un aéronef due à une explosion accidentelle de munitions et d'explosifs à bord, personne civile, séquelle
Y36.190A	faits de guerre avec une autre destruction d'un aéronef, personnel militaire, contact initial
Y36.190D	faits de guerre avec une autre destruction d'un aéronef, personnel militaire, contact subséquent
Y36.190S	faits de guerre avec une autre destruction d'un aéronef, personnel militaire, séquelle
Y36.191A	faits de guerre avec une autre destruction d'un aéronef, personne civile, contact initial
Y36.191D	faits de guerre avec une autre destruction d'un aéronef, personne civile, contact subséquent
Y36.191S	faits de guerre avec une autre destruction d'un aéronef, personne civile, séquelle
Y36.200A	faits de guerre avec une explosion et des éclats non spécifiés, personnel militaire, contact initial
Y36.200D	faits de guerre avec une explosion et des éclats non spécifiés, personnel militaire, contact subséquent
Y36.200S	faits de guerre avec une explosion et des éclats non spécifiés, personnel militaire, séquelle
Y36.201A	faits de guerre avec une explosion et des éclats non spécifiés, personne civile, contact initial
Y36.201D	faits de guerre avec une explosion et des éclats non spécifiés, personne civile, contact subséquent
Y36.201S	faits de guerre avec une explosion et des éclats non spécifiés, personne civile, séquelle
Y36.210A	faits de guerre avec l'explosion d'une bombe aérienne, personnel militaire, contact initial
Y36.210D	faits de guerre avec l'explosion d'une bombe aérienne, personnel militaire, contact subséquent
Y36.210S	faits de guerre avec l'explosion d'une bombe aérienne, personnel militaire, séquelle
Y36.211A	faits de guerre avec l'explosion d'une bombe aérienne, personne civile, contact initial
Y36.211D	faits de guerre avec l'explosion d'une bombe aérienne, personne civile, contact subséquent
Y36.211S	faits de guerre avec l'explosion d'une bombe aérienne, personne civile, séquelle
Y36.220A	faits de guerre avec l'explosion d'un missile téléguidé, personnel militaire, contact initial
Y36.220D	faits de guerre avec l'explosion d'un missile téléguidé, personnel militaire, contact subséquent
Y36.220S	faits de guerre avec l'explosion d'un missile téléguidé, personnel militaire, séquelle
Y36.221A	faits de guerre avec l'explosion d'un missile téléguidé, personne civile, contact initial
Y36.221D	faits de guerre avec l'explosion d'un missile téléguidé, personne civile, contact subséquent
Y36.221S	faits de guerre avec l'explosion d'un missile téléguidé, personne civile, séquelle
Y36.230A	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personnel militaire, contact initial
Y36.230D	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personnel militaire, contact subséquent
Y36.230S	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personnel militaire, séquelle
Y36.231A	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personne civile, contact initial
Y36.231D	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personne civile, contact subséquent
Y36.231S	faits de guerre avec l'explosion d'un dispositif explosif artisanal, personne civile, séquelle
Y36.240A	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personnel militaire, contact initial
Y36.240D	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personnel militaire, contact subséquent
Y36.240S	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personnel militaire, séquelle
Y36.241A	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personne civile, contact initial
Y36.241D	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personne civile, contact subséquent
Y36.241S	faits de guerre avec une explosion due à une détonation accidentelle et la décharge de munitions ou d'un dispositif de lancement des munitions, personne civile, séquelle
Y36.250A	faits de guerre avec des éclats de munitions, personnel militaire, contact initial
Y36.250D	faits de guerre avec des éclats de munitions, personnel militaire, contact subséquent
Y36.250S	faits de guerre avec des éclats de munitions, personnel militaire, séquelle
Y36.251A	faits de guerre avec des éclats de munitions, personne civile, contact initial
Y36.251D	faits de guerre avec des éclats de munitions, personne civile, contact subséquent
Y36.251S	faits de guerre avec des éclats de munitions, personne civile, séquelle
Y36.260A	faits de guerre avec des éclats d'un explosif artisanal, personnel militaire, contact initial
Y36.260D	faits de guerre avec des éclats d'un explosif artisanal, personnel militaire, contact subséquent
Y36.260S	faits de guerre avec des éclats d'un explosif artisanal, personnel militaire, séquelle
Y36.261A	faits de guerre avec des éclats d'un explosif artisanal, personne civile, contact initial
Y36.261D	faits de guerre avec des éclats d'un explosif artisanal, personne civile, contact subséquent
Y36.261S	faits de guerre avec des éclats d'un explosif artisanal, personne civile, séquelle
Y36.270A	faits de guerre avec des éclats d'armes, personnel militaire, contact initial
Y36.270D	faits de guerre avec des éclats d'armes, personnel militaire, contact subséquent
Y36.270S	faits de guerre avec des éclats d'armes, personnel militaire, séquelle
Y36.271A	faits de guerre avec des éclats d'armes, personne civile, contact initial
Y36.271D	faits de guerre avec des éclats d'armes, personne civile, contact subséquent
Y36.271S	faits de guerre avec des éclats d'armes, personne civile, séquelle
Y36.290A	faits de guerre avec d'autres explosions et éclats, personnel militaire, contact initial
Y36.290D	faits de guerre avec d'autres explosions et éclats, personnel militaire, contact subséquent
Y36.290S	faits de guerre avec d'autres explosions et éclats, personnel militaire, séquelle
Y36.291A	faits de guerre avec d'autres explosions et éclats, personne civile, contact initial
Y36.291D	faits de guerre avec d'autres explosions et éclats, personne civile, contact subséquent
Y36.291S	faits de guerre avec d'autres explosions et éclats, personne civile, séquelle
Y36.300A	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personnel militaire, contact initial
Y36.300D	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personnel militaire, contact subséquent
Y36.300S	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personnel militaire, séquelle
Y36.301A	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personne civile, contact initial
Y36.301D	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personne civile, contact subséquent
Y36.301S	faits de guerre avec un incendie, une conflagration et une substance chaude non spécifiés, personne civile, séquelle
Y36.310A	faits de guerre avec une bombe à essence, personnel militaire, contact initial
Y36.310D	faits de guerre avec une bombe à essence, personnel militaire, contact subséquent
Y36.310S	faits de guerre avec une bombe à essence, personnel militaire, séquelle
Y36.311A	faits de guerre avec une bombe à essence, personne civile, contact initial
Y36.311D	faits de guerre avec une bombe à essence, personne civile, contact subséquent
Y36.311S	faits de guerre avec une bombe à essence, personne civile, séquelle
Y36.320A	faits de guerre avec une balle incendiaire, personnel militaire, contact initial
Y36.320D	faits de guerre avec une balle incendiaire, personnel militaire, contact subséquent
Y36.320S	faits de guerre avec une balle incendiaire, personnel militaire, séquelle
Y36.321A	faits de guerre avec une balle incendiaire, personne civile, contact initial
Y36.321D	faits de guerre avec une balle incendiaire, personne civile, contact subséquent
Y36.321S	faits de guerre avec une balle incendiaire, personne civile, séquelle
Y36.330A	faits de guerre avec un lance-flammes, personnel militaire, contact initial
Y36.330D	faits de guerre avec un lance-flammes, personnel militaire, contact subséquent
Y36.330S	faits de guerre avec un lance-flammes, personnel militaire, séquelle
Y36.331A	faits de guerre avec un lance-flammes, personne civile, contact initial
Y36.331D	faits de guerre avec un lance-flammes, personne civile, contact subséquent
Y36.331S	faits de guerre avec un lance-flammes, personne civile, séquelle
Y36.390A	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personnel militaire, contact initial
Y36.390D	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personnel militaire, contact subséquent
Y36.390S	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personnel militaire, séquelle
Y36.391A	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personne civile, contact initial
Y36.391D	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personne civile, contact subséquent
Y36.391S	faits de guerre avec d'autres incendies, conflagrations et substances chaudes, personne civile, séquelle
Y36.410A	faits de guerre avec des balles en caoutchouc, personnel militaire, contact initial
Y36.410D	faits de guerre avec des balles en caoutchouc, personnel militaire, contact subséquent
Y36.410S	faits de guerre avec des balles en caoutchouc, personnel militaire, séquelle
Y36.411A	faits de guerre avec des balles en caoutchouc, personne civile, contact initial
Y36.411D	faits de guerre avec des balles en caoutchouc, personne civile, contact subséquent
Y36.411S	faits de guerre avec des balles en caoutchouc, personne civile, séquelle
Y36.420A	faits de guerre avec des armes à plomb, personnel militaire, contact initial
Y36.420D	faits de guerre avec des armes à plomb, personnel militaire, contact subséquent
Y36.420S	faits de guerre avec des armes à plomb, personnel militaire, séquelle
Y36.421A	faits de guerre avec des armes à plomb, personne civile, contact initial
Y36.421D	faits de guerre avec des armes à plomb, personne civile, contact subséquent
Y36.421S	faits de guerre avec des armes à plomb, personne civile, séquelle
Y36.430A	faits de guerre avec la décharge d'autres armes à feu, personnel militaire, contact initial
Y36.430D	faits de guerre avec la décharge d'autres armes à feu, personnel militaire, contact subséquent
Y36.430S	faits de guerre avec la décharge d'autres armes à feu, personnel militaire, séquelle
Y36.431A	faits de guerre avec la décharge d'autres armes à feu, personne civile, contact initial
Y36.431D	faits de guerre avec la décharge d'autres armes à feu, personne civile, contact subséquent
Y36.431S	faits de guerre avec la décharge d'autres armes à feu, personne civile, séquelle
Y36.440A	faits de guerre avec un combat au corps à corps non armé, personnel militaire, contact initial
Y36.440D	faits de guerre avec un combat au corps à corps non armé, personnel militaire, contact subséquent
Y36.440S	faits de guerre avec un combat au corps à corps non armé, personnel militaire, séquelle
Y36.441A	faits de guerre avec un combat au corps à corps non armé, personne civile, contact initial
Y36.441D	faits de guerre avec un combat au corps à corps non armé, personne civile, contact subséquent
Y36.441S	faits de guerre avec un combat au corps à corps non armé, personne civile, séquelle
Y36.450A	faits de guerre avec un combat impliquant un objet contondant ou perçant, personnel militaire, contact initial
Y36.450D	faits de guerre avec un combat impliquant un objet contondant ou perçant, personnel militaire, contact subséquent
Y36.450S	faits de guerre avec un combat impliquant un objet contondant ou perçant, personnel militaire, séquelle
Y36.451A	faits de guerre avec un combat impliquant un objet contondant ou perçant, personne civile, contact initial
Y36.451D	faits de guerre avec un combat impliquant un objet contondant ou perçant, personne civile, contact subséquent
Y36.451S	faits de guerre avec un combat impliquant un objet contondant ou perçant, personne civile, séquelle
Y36.460A	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personnel militaire, contact initial
Y36.460D	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personnel militaire, contact subséquent
Y36.460S	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personnel militaire, séquelle
Y36.461A	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personne civile, contact initial
Y36.461D	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personne civile, contact subséquent
Y36.461S	faits de guerre avec une restriction volontaire de l'air et des voies respiratoires, personne civile, séquelle
Y36.470A	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personnel militaire, contact initial
Y36.470D	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personnel militaire, contact subséquent
Y36.470S	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personnel militaire, séquelle
Y36.471A	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personne civile, contact initial
Y36.471D	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personne civile, contact subséquent
Y36.471S	faits de guerre avec une restriction involontaire de l'air et des voies respiratoires, personne civile, séquelle
Y36.490A	faits de guerre avec d'autres formes de guerre conventionnelle, personnel militaire, contact initial
Y36.500A	faits de guerre avec un effet non spécifié d'une arme nucléaire, personnel militaire, contact initial
Y36.500D	faits de guerre avec un effet non spécifié d'une arme nucléaire, personnel militaire, contact subséquent
Y36.500S	faits de guerre avec un effet non spécifié d'une arme nucléaire, personnel militaire, séquelle
Y36.501A	faits de guerre avec un effet non spécifié d'une arme nucléaire, personne civile, contact initial
Y36.501D	faits de guerre avec un effet non spécifié d'une arme nucléaire, personne civile, contact subséquent
Y36.501S	faits de guerre avec un effet non spécifié d'une arme nucléaire, personne civile, séquelle
Y36.510A	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personnel militaire, contact initial
Y36.510D	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personnel militaire, contact subséquent
Y36.510S	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personnel militaire, séquelle
Y36.511A	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personne civile, contact initial
Y36.511D	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personne civile, contact subséquent
Y36.511S	faits de guerre avec un effet de souffle direct d'une arme nucléaire, personne civile, séquelle
Y36.520A	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personnel militaire, contact initial
Y36.520D	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personnel militaire, contact subséquent
Y36.520S	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personnel militaire, séquelle
Y36.521A	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personne civile, contact initial
Y36.521D	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personne civile, contact subséquent
Y36.521S	faits de guerre avec un effet de souffle indirect d'une arme nucléaire, personne civile, séquelle
Y36.530A	faits de guerre avec de la radiation thermique par une arme nucléaire, personnel militaire, contact initial
Y36.530D	faits de guerre avec de la radiation thermique par une arme nucléaire, personnel militaire, contact subséquent
Y36.530S	faits de guerre avec de la radiation thermique par une arme nucléaire, personnel militaire, séquelle
Y36.531A	faits de guerre avec de la radiation thermique par une arme nucléaire, personne civile, contact initial
Y36.531D	faits de guerre avec de la radiation thermique par une arme nucléaire, personne civile, contact subséquent
Y36.531S	faits de guerre avec de la radiation thermique par une arme nucléaire, personne civile, séquelle
Y36.540A	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personnel militaire, contact initial
Y36.540D	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personnel militaire, contact subséquent
Y36.540S	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personnel militaire, séquelle
Y36.541A	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personne civile, contact initial
Y36.541D	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personne civile, contact subséquent
Y36.541S	faits de guerre avec l'irradiation nucléaire d'une arme nucléaire, personne civile, séquelle
Y36.590A	faits de guerre avec d'autres effets d'armes nucléaires, personnel militaire, contact initial
Y36.590D	faits de guerre avec d'autres effets d'armes nucléaires, personnel militaire, contact subséquent
Y36.590S	faits de guerre avec d'autres effets d'armes nucléaires, personnel militaire, séquelle
Y36.591A	faits de guerre avec d'autres effets d'armes nucléaires, personne civile, contact initial
Y36.591D	faits de guerre avec d'autres effets d'armes nucléaires, personne civile, contact subséquent
Y36.591S	faits de guerre avec d'autres effets d'armes nucléaires, personne civile, séquelle
Y36.6X0A	faits de guerre avec des armes biologiques, personnel militaire, contact initial
Y36.6X0D	faits de guerre avec des armes biologiques, personnel militaire, contact subséquent
Y36.6X0S	faits de guerre avec des armes biologiques, personnel militaire, séquelle
Y36.6X1A	faits de guerre avec des armes biologiques, personne civile, contact initial
Y36.6X1D	faits de guerre avec des armes biologiques, personne civile, contact subséquent
Y36.6X1S	faits de guerre avec des armes biologiques, personne civile, séquelle
Y36.7X0A	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personnel militaire, contact initial
Y36.7X0D	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personnel militaire, contact subséquent
Y36.7X0S	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personnel militaire, séquelle
Y36.7X1A	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personne civile, contact initial
Y36.7X1D	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personne civile, contact subséquent
Y36.7X1S	faits de guerre avec des armes chimiques et d'autres formes de guerre non conventionnelle, personne civile, séquelle
Y36.810A	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, contact initial
Y36.810D	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, contact subséquent
Y36.810S	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, séquelle
Y36.811A	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, contact initial
Y36.811D	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, contact subséquent
Y36.811S	mine posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, séquelle
Y36.820A	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, contact initial
Y36.820D	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, contact subséquent
Y36.820S	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personnel militaire, séquelle
Y36.821A	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, contact initial
Y36.821D	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, contact subséquent
Y36.821S	bombe posée en temps de guerre et explosant après l'arrêt des hostilités, personne civile, séquelle
Y37.321D	opérations militaires avec une balle incendiaire, personne civile, contact subséquent
Y37.321S	opérations militaires avec une balle incendiaire, personne civile, séquelle
Y37.330A	opérations militaires avec un lance-flammes, personnel militaire, contact initial
Y37.330D	opérations militaires avec un lance-flammes, personnel militaire, contact subséquent
Y37.330S	opérations militaires avec un lance-flammes, personnel militaire, séquelle
Y37.331A	opérations militaires avec un lance-flammes, personne civile, contact initial
Y37.491A	opérations militaires avec d'autres formes de guerre conventionnelle, personne civile, contact initial
Y37.491D	opérations militaires avec d'autres formes de guerre conventionnelle, personne civile, contact subséquent
Y37.491S	opérations militaires avec d'autres formes de guerre conventionnelle, personne civile, séquelle
Y37.500A	opérations militaires avec un effet non spécifié d'une arme nucléaire, personnel militaire, contact initial
Y73.1	incidents liés à des matériels de la gastro-entérologie et de l'urologie pour un traitement (non chirurgical) et une revalidation
Y73.2	incidents liés à des prothèses et d'autres implants, des matériaux et des matériels accessoires de gastro-entérologie et d'urologie
Y73.3	incidents liés à des instruments chirurgicaux, des matériaux et des matériels de la gastro-entérologie et de l'urologie (y compris les sutures)
Y73.8	incidents liés à des matériels de la gastro-entérologie et de l'urologie divers, non classés ailleurs
Y74.0	incidents liés à des matériels du diagnostic et de la surveillance hospitalier et pour l'usage personnel
